plant_type,infection_short_name,infection_full_name,severity_level,visible_symptoms,treatment_description,biological_control,chemical_control,prevention_steps
Tomato,Tomato Yellow Leaf Curl,Tomato Yellow Leaf Curl Virus (TYLCV),Medium,"Upward leaf curling, yellowing margins, severe stunting",On Tomato: Reset hygiene and vector monitoring traps,Encarsia / Eretmocerus whitefly parasitoids,Use oils/soaps where compatible; avoid resistance buildup,Resistant cultivars; sealed greenhouse openings
Cucumber,Anthracnose,Anthracnose (Colletotrichum spp.),High,Sunken circular fruit lesions with salmon-colored spore masses,On Cucumber: Reduce fruit wetness and begin protective sprays on ripening crop,Bacillus foliar programs during fruiting,Rotate QoI / SDHI / multi-site fungicides labeled for anthracnose,Remove mummified fruit; clean harvest containers
Pepper,Anthracnose,Anthracnose (Colletotrichum spp.),Medium,Sunken circular fruit lesions with salmon-colored spore masses,On Pepper: Sanitize harvest tools and cull symptomatic berries/fruit,Bacillus foliar programs during fruiting,Follow PHI closely near harvest,Remove mummified fruit; clean harvest containers
Strawberry,Anthracnose,Anthracnose (Colletotrichum spp.),Critical,Dark leaf and stem spots; fruit rot near harvest,On Strawberry: Reduce fruit wetness and begin protective sprays on ripening crop,Bacillus foliar programs during fruiting,Protect ripening fruit ahead of humid spells,Avoid wounding fruit; keep ripening zone dry
Tomato,Anthracnose,Anthracnose (Colletotrichum spp.),Critical,Blackened necrotic lesions on ripe fruit under warm humidity,On Tomato: Reduce fruit wetness and begin protective sprays on ripening crop,Bacillus foliar programs during fruiting,Protect ripening fruit ahead of humid spells,Use drip irrigation and adequate plant spacing
Pepper,Bacterial Canker,Bacterial Canker (Clavibacter michiganensis),Medium,Unilateral leaflet necrosis and open stem lesions,On Pepper: Remove infected plants entirely; sanitize greenhouse thoroughly,No strong curative biological control available,No systemic curative bactericide for canker,Strict tool hygiene; avoid plant-to-plant sap transfer
Tomato,Bacterial Canker,Bacterial Canker (Clavibacter michiganensis),High,"Wilting leaflets, bird's-eye fruit spots, stem cankers",On Tomato: Restrict pruning during wet periods; disinfect knives constantly,Limited options; beneficials support plant resilience only,Emphasize disinfectant protocols for structures and tools,Certified seed; hot-water seed treatment where recommended
Cucumber,Bacterial Leaf Spot,Bacterial Leaf Spot (Xanthomonas / Pseudomonas spp.),Critical,Water-soaked leaf spots becoming necrotic with yellow halos,On Cucumber: Sanitize benches and reduce humidity spikes after irrigation,Bacillus antagonists and induced-resistance products,Rotate with biologicals to reduce copper load,Avoid dense wet canopies overnight
Lettuce,Bacterial Leaf Spot,Bacterial Leaf Spot (Xanthomonas / Pseudomonas spp.),Critical,Greasy angular lesions; fruit scabbing on tomato/pepper,On Lettuce: Stop working wet plants; remove infected leaves; apply labeled copper program,Copper-alternative biologicals labeled for bacterial diseases,Fixed-copper bactericides on a preventive humid-weather schedule,Avoid dense wet canopies overnight
Pepper,Bacterial Leaf Spot,Bacterial Leaf Spot (Xanthomonas / Pseudomonas spp.),Medium,Greasy angular lesions; fruit scabbing on tomato/pepper,On Pepper: Sanitize benches and reduce humidity spikes after irrigation,Bacillus antagonists and induced-resistance products,Avoid phytotoxic overuse; follow greenhouse crop labels,Disease-free seed/transplants; minimize splash
Strawberry,Bacterial Leaf Spot,Bacterial Leaf Spot (Xanthomonas / Pseudomonas spp.),High,Greasy angular lesions; fruit scabbing on tomato/pepper,On Strawberry: Stop working wet plants; remove infected leaves; apply labeled copper program,Bacillus antagonists and induced-resistance products,Rotate with biologicals to reduce copper load,Avoid dense wet canopies overnight
Tomato,Bacterial Leaf Spot,Bacterial Leaf Spot (Xanthomonas / Pseudomonas spp.),Medium,Greasy angular lesions; fruit scabbing on tomato/pepper,On Tomato: Stop working wet plants; remove infected leaves; apply labeled copper program,Copper-alternative biologicals labeled for bacterial diseases,Rotate with biologicals to reduce copper load,Disinfect tools between plants; keep walkways dry
Pepper,Bacterial Wilt,Bacterial Wilt (Ralstonia solanacearum),Critical,Vascular browning with sticky bacterial stream from stem sections,On Pepper: Reduce soil moisture extremes and eliminate adjacent hosts,Antagonistic Bacillus soil treatments as suppressants,No reliable curative bactericide; copper has limited effect,Scout for early wilt and remove promptly
Potato,Bacterial Wilt,Bacterial Wilt (Ralstonia solanacearum),High,Vascular browning with sticky bacterial stream from stem sections,On Potato: Reduce soil moisture extremes and eliminate adjacent hosts,Biological soil health programs to reduce pathogen fitness,No reliable curative bactericide; copper has limited effect,Scout for early wilt and remove promptly
Tomato,Bacterial Wilt,Bacterial Wilt (Ralstonia solanacearum),Critical,Sudden irreversible wilt; milky bacterial ooze from cut stems,On Tomato: Sanitize tools/boots; isolate bay; do not compost symptomatic material,Antagonistic Bacillus soil treatments as suppressants,No reliable curative bactericide; copper has limited effect,Sanitize irrigation and worker pathways
Pepper,Blossom End Rot,Blossom End Rot (calcium translocation disorder),Low,Distal fruit necrosis despite adequate soil calcium,On Pepper: Remove affected fruit and normalize root-zone moisture,Root-health biologicals to improve Ca uptake consistency,Check EC so salts do not block calcium uptake,Even irrigation; adequate soluble calcium in recipe
Strawberry,Blossom End Rot,Blossom End Rot (calcium translocation disorder),Low,Distal fruit necrosis despite adequate soil calcium,On Strawberry: Avoid drought-flood cycles; shade during extreme heat,Root-health biologicals to improve Ca uptake consistency,Foliar/fruit calcium sprays as a temporary aid if labeled,Avoid excess ammonium nitrogen during fruiting
Tomato,Blossom End Rot,Blossom End Rot (calcium translocation disorder),High,Sunken dark leathery patches on fruit blossom end,On Tomato: Remove affected fruit and normalize root-zone moisture,Not a pathogen — biologicals are supportive only,Adjust fertigation salts; not a fungicide problem,Avoid excess ammonium nitrogen during fruiting
Cucumber,Cucumber Mosaic,Cucumber Mosaic Virus (CMV),Medium,Chlorotic mosaic and reduced marketable yield,On Cucumber: Sanitize and replace heavily affected cucumber rows,"Aphid parasitoids (Aphidius) and predators (lacewings, ladybirds)",No viricide available for CMV,Worker hygiene between bays
Lettuce,Cucumber Mosaic,Cucumber Mosaic Virus (CMV),Medium,"Severe mosaic, leaf shoestringing, and fruit mottling",On Lettuce: Remove infected plants; suppress aphid vectors immediately,Banker plants for sustained aphid biocontrol,Tool/surface disinfection between plants,Virus-free seedlings; remove weed reservoirs
Pepper,Cucumber Mosaic,Cucumber Mosaic Virus (CMV),High,"Severe mosaic, leaf shoestringing, and fruit mottling",On Pepper: No curative spray — focus on vector and rogueing,"Aphid parasitoids (Aphidius) and predators (lacewings, ladybirds)",Tool/surface disinfection between plants,Reflective mulches/screens; aphid monitoring
Tomato,Cucumber Mosaic,Cucumber Mosaic Virus (CMV),Medium,Stunting with distorted younger leaves,On Tomato: No curative spray — focus on vector and rogueing,Supportive plant-health biologicals only,Tool/surface disinfection between plants,Reflective mulches/screens; aphid monitoring
Cucumber,Downy Mildew,Downy Mildew (Pseudoperonospora / Peronospora spp.),Critical,"Rapid blighting of young tissue in cool, humid nights",On Cucumber: Dry canopy urgently; remove infected leaves; apply labeled downy mildew product,Cultural drying + soft biologicals at first symptoms,Protectants ahead of cool humid nights,Avoid leaf wetness; improve horizontal airflow
Lettuce,Downy Mildew,Downy Mildew (Pseudoperonospora / Peronospora spp.),Low,"Rapid blighting of young tissue in cool, humid nights",On Lettuce: Quarantine affected rows and tighten dehumidification cycles,Cultural drying + soft biologicals at first symptoms,Protectants ahead of cool humid nights,Resistant cultivars when available; scout leaf undersides
Strawberry,Downy Mildew,Downy Mildew (Pseudoperonospora / Peronospora spp.),Medium,"Rapid blighting of young tissue in cool, humid nights",On Strawberry: Increase night ventilation and start protectant/systemic rotation,Biofungicides as part of an IPM rotation,Protectants ahead of cool humid nights,Avoid leaf wetness; improve horizontal airflow
Tomato,Downy Mildew,Downy Mildew (Pseudoperonospora / Peronospora spp.),Low,"Rapid blighting of young tissue in cool, humid nights",On Tomato: Increase night ventilation and start protectant/systemic rotation,Phosphite-compatible biological programs where labeled,Rotate CAA / QoI / multi-site products per extension guidance,Resistant cultivars when available; scout leaf undersides
Pepper,Early Blight,Early Blight (Alternaria solani),High,Brown lesions with concentric rings on foliage; stem collar lesions possible,"On Pepper: Improve nitrogen balance, prune for airflow, and begin protectant sprays",Trichoderma soil/foliar programs to suppress Alternaria pressure,Use FRAC-diverse programs; avoid consecutive same-mode sprays,Start with disease-free transplants and sanitize benches
Potato,Early Blight,Early Blight (Alternaria solani),Medium,Target-spot concentric rings on older leaves; yellowing and defoliation,On Potato: Sanitate fallen debris and treat remaining canopy preventively,Bacillus-based biofungicides and compost teas where permitted,Use FRAC-diverse programs; avoid consecutive same-mode sprays,Mulch to reduce splash; stake plants; remove senescent lower leaves
Tomato,Early Blight,Early Blight (Alternaria solani),Medium,Brown lesions with concentric rings on foliage; stem collar lesions possible,"On Tomato: Improve nitrogen balance, prune for airflow, and begin protectant sprays",Trichoderma soil/foliar programs to suppress Alternaria pressure,Rotate chlorothalonil / mancozeb-class and labeled SDHI products,Avoid prolonged leaf wetness; balance fertility
Cucumber,Edema,Physiological Leaf Edema (environmental water imbalance),Low,Corky blisters on leaf undersides from excess root pressure,On Cucumber: Raise night temperature slightly and improve dehumidification,Maintain healthy roots to stabilize water uptake,Do not treat as fungal leaf spot,Match irrigation to light/transpiration
Lettuce,Edema,Physiological Leaf Edema (environmental water imbalance),High,Corky blisters on leaf undersides from excess root pressure,On Lettuce: Avoid overwatering on cool cloudy days,Maintain healthy roots to stabilize water uptake,No pesticide indicated,Match irrigation to light/transpiration
Pepper,Edema,Physiological Leaf Edema (environmental water imbalance),High,Raised watery bumps mistaken for pest damage,On Pepper: Raise night temperature slightly and improve dehumidification,Not pathogen-driven; no biocontrol required,No pesticide indicated,Match irrigation to light/transpiration
Tomato,Edema,Physiological Leaf Edema (environmental water imbalance),Medium,Raised watery bumps mistaken for pest damage,On Tomato: Avoid overwatering on cool cloudy days,Pause unnecessary foliar biological sprays until resolved,No pesticide indicated,Prevent high RH with low transpiration nights
Cucumber,Fusarium Wilt,Fusarium Wilt (Fusarium oxysporum),High,One-sided wilting; vascular browning in stem cross-section,On Cucumber: Reduce plant stress and apply biological soil suppressants,Trichoderma and non-pathogenic Fusarium biocontrol strains,Limited curative options; focus on sanitation and resistant varieties,Avoid root injury; rotate bays when possible
Lettuce,Fusarium Wilt,Fusarium Wilt (Fusarium oxysporum),Critical,Stunting and progressive collapse from root-stem vascular infection,On Lettuce: Reduce plant stress and apply biological soil suppressants,Beneficial Bacillus soil inoculants,Limited curative options; focus on sanitation and resistant varieties,Resistant cultivars/rootstocks; clean media and trays
